"","measure1","measure2","r","n","p","sig_p","p_if_sig","r_if_sig","AbsR"
"3672","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Malignant.cells","XCELL_MSC",0.516009681338208,41,0.000553877767071054,TRUE,0.000553877767071054,0.516009681338208,0.516009681338208
"3673","XCELL_Macrophages_M1","Epidish_BPRNACanProMet_M1",0.516004881872431,41,0.000553955101656012,TRUE,0.000553955101656012,0.516004881872431,0.516004881872431
"3674","Epidish_BPRNACanProMet_M1","XCELL_Macrophages_M1",0.516004881872431,41,0.000553955101656012,TRUE,0.000553955101656012,0.516004881872431,0.516004881872431
"3675","XCELL_Mast_cells","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4",0.515939830817817,41,0.000555004233091738,TRUE,0.000555004233091738,0.515939830817817,0.515939830817817
"3676","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","XCELL_Mast_cells",0.515939830817817,41,0.000555004233091738,TRUE,0.000555004233091738,0.515939830817817,0.515939830817817
"3677","Epidish_CCLE_TIL10_Tregs","CBSX__BPRNACan__CD4",0.515818914529935,41,0.0005569590719392,TRUE,0.0005569590719392,0.515818914529935,0.515818914529935
"3678","CBSX__BPRNACan__CD4","Epidish_CCLE_TIL10_Tregs",0.515818914529935,41,0.0005569590719392,TRUE,0.0005569590719392,0.515818914529935,0.515818914529935
"3679","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","CBSX__BPRNACan__cancer",0.515792244375058,41,0.000557391073178648,TRUE,0.000557391073178648,0.515792244375058,0.515792244375058
"3680","CBSX__BPRNACan__cancer","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4",0.515792244375058,41,0.000557391073178648,TRUE,0.000557391073178648,0.515792244375058,0.515792244375058
"3681","XCELL_Mast_cells","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4",0.515704585427127,41,0.000558813078692655,TRUE,0.000558813078692655,0.515704585427127,0.515704585427127
"3682","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","XCELL_Mast_cells",0.515704585427127,41,0.000558813078692655,TRUE,0.000558813078692655,0.515704585427127,0.515704585427127
"3683","XCELL_NKT","DeconRNASeq_BPRNACanProMet_Neu",0.51559389801185,41,0.000560613287502232,TRUE,0.000560613287502232,0.51559389801185,0.51559389801185
"3684","DeconRNASeq_BPRNACanProMet_Neu","XCELL_NKT",0.51559389801185,41,0.000560613287502232,TRUE,0.000560613287502232,0.51559389801185,0.51559389801185
"3685","XCELL_ImmuneScore","Epidish_CBSX_LM22_T.cells.CD8",0.515590988652046,41,0.000560660674911562,TRUE,0.000560660674911562,0.515590988652046,0.515590988652046
"3686","Epidish_CBSX_LM22_T.cells.CD8","XCELL_ImmuneScore",0.515590988652046,41,0.000560660674911562,TRUE,0.000560660674911562,0.515590988652046,0.515590988652046
"3687","Epidish_CCLE_TIL10_Neutrophils","DeconRNASeq_CCLE_TIL10_Neutrophils",0.515580920359107,41,0.000560824694078921,TRUE,0.000560824694078921,0.515580920359107,0.515580920359107
"3688","DeconRNASeq_CCLE_TIL10_Neutrophils","Epidish_CCLE_TIL10_Neutrophils",0.515580920359107,41,0.000560824694078921,TRUE,0.000560824694078921,0.515580920359107,0.515580920359107
"3689","XCELL_CD4._memory_T.cells","Epidish_BPRNACan3DProMet_CD8",0.515565439991657,41,0.000561076963248475,TRUE,0.000561076963248475,0.515565439991657,0.515565439991657
"3690","Epidish_BPRNACan3DProMet_CD8","XCELL_CD4._memory_T.cells",0.515565439991657,41,0.000561076963248475,TRUE,0.000561076963248475,0.515565439991657,0.515565439991657
"3691","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Malignant.cells","DeconRNASeq_CCLE_TIL10_T.cells.CD8",0.515539506709703,41,0.000561499801288168,TRUE,0.000561499801288168,0.515539506709703,0.515539506709703
"3692","DeconRNASeq_CCLE_TIL10_T.cells.CD8","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Malignant.cells",0.515539506709703,41,0.000561499801288168,TRUE,0.000561499801288168,0.515539506709703,0.515539506709703
"3693","XCELL_Endothelial_cells","XCELL_Hepatocytes",0.515323275329081,41,0.00056503652983686,TRUE,0.00056503652983686,0.515323275329081,0.515323275329081
"3694","XCELL_Hepatocytes","XCELL_Endothelial_cells",0.515323275329081,41,0.00056503652983686,TRUE,0.00056503652983686,0.515323275329081,0.515323275329081
"3695","XCELL_MSC","XCELL_Th1_cells",0.515285036038697,41,0.000565664049175352,TRUE,0.000565664049175352,0.515285036038697,0.515285036038697
"3696","XCELL_Th1_cells","XCELL_MSC",0.515285036038697,41,0.000565664049175352,TRUE,0.000565664049175352,0.515285036038697,0.515285036038697
"3697","XCELL_Tregs","Epidish_BPRNACan3DProMet_Mono",0.515120977610957,41,0.00056836338097721,TRUE,0.00056836338097721,0.515120977610957,0.515120977610957
"3698","Epidish_BPRNACan3DProMet_Mono","XCELL_Tregs",0.515120977610957,41,0.00056836338097721,TRUE,0.00056836338097721,0.515120977610957,0.515120977610957
"3699","XCELL_aDC","XCELL_Tregs",0.515119609764183,41,0.000568385935153071,TRUE,0.000568385935153071,0.515119609764183,0.515119609764183
"3700","XCELL_Tregs","XCELL_aDC",0.515119609764183,41,0.000568385935153071,TRUE,0.000568385935153071,0.515119609764183,0.515119609764183
"3701","DeconRNASeq_BPRNACan_M2","DeconRNASeq_BPRNACan3DProMet_M1",0.515011828304461,41,0.000570165642272968,TRUE,0.000570165642272968,0.515011828304461,0.515011828304461
"3702","DeconRNASeq_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACan_M2",0.515011828304461,41,0.000570165642272968,TRUE,0.000570165642272968,0.515011828304461,0.515011828304461
"3703","Epidish_BPRNACan_CD8","CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD4",0.514791125507487,41,0.000573825484802004,TRUE,0.000573825484802004,0.514791125507487,0.514791125507487
"3704","CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD4","Epidish_BPRNACan_CD8",0.514791125507487,41,0.000573825484802004,TRUE,0.000573825484802004,0.514791125507487,0.514791125507487
"3705","XCELL_Memory_B.cells","Epidish_BPRNACan_CD8",0.514740353764587,41,0.000574670382352815,TRUE,0.000574670382352815,0.514740353764587,0.514740353764587
"3706","Epidish_BPRNACan_CD8","XCELL_Memory_B.cells",0.514740353764587,41,0.000574670382352815,TRUE,0.000574670382352815,0.514740353764587,0.514740353764587
"3707","XCELL_Macrophages_M2","XCELL_Monocytes",0.514673117983867,41,0.000575790971474088,TRUE,0.000575790971474088,0.514673117983867,0.514673117983867
"3708","XCELL_Monocytes","XCELL_Macrophages_M2",0.514673117983867,41,0.000575790971474088,TRUE,0.000575790971474088,0.514673117983867,0.514673117983867
"3709","XCELL_ImmuneScore","Epidish_BPRNACanProMet_B",0.514576649430183,41,0.000577402183174591,TRUE,0.000577402183174591,0.514576649430183,0.514576649430183
"3710","Epidish_BPRNACanProMet_B","XCELL_ImmuneScore",0.514576649430183,41,0.000577402183174591,TRUE,0.000577402183174591,0.514576649430183,0.514576649430183
"3711","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD8","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4",0.514500861327716,41,0.000578670817651616,TRUE,0.000578670817651616,0.514500861327716,0.514500861327716
"3712","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD8",0.514500861327716,41,0.000578670817651616,TRUE,0.000578670817651616,0.514500861327716,0.514500861327716
"3713","Quantiseq_Macrophage_M1","XCELL_CD8._Tcm",0.514494333986084,41,0.000578780196804685,TRUE,0.000578780196804685,0.514494333986084,0.514494333986084
"3714","XCELL_CD8._Tcm","Quantiseq_Macrophage_M1",0.514494333986084,41,0.000578780196804685,TRUE,0.000578780196804685,0.514494333986084,0.514494333986084
"3715","XCELL_Plasma_cells","CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD8",0.514434320798263,41,0.000579786708921226,TRUE,0.000579786708921226,0.514434320798263,0.514434320798263
"3716","CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD8","XCELL_Plasma_cells",0.514434320798263,41,0.000579786708921226,TRUE,0.000579786708921226,0.514434320798263,0.514434320798263
"3717","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","DeconRNASeq_CCLE_TIL10_Cancer.cells",0.514391897865556,41,0.000580499149663183,TRUE,0.000580499149663183,0.514391897865556,0.514391897865556
"3718","DeconRNASeq_CCLE_TIL10_Cancer.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4",0.514391897865556,41,0.000580499149663183,TRUE,0.000580499149663183,0.514391897865556,0.514391897865556
"3719","%VISTA.CD11b.","X.VISTA.CD68.",0.514250932741717,41,0.00058287210988639,TRUE,0.00058287210988639,0.514250932741717,0.514250932741717
"3720","%VISTA.CD68.","X.VISTA.CD11b.",0.514250932741717,41,0.00058287210988639,TRUE,0.00058287210988639,0.514250932741717,0.514250932741717
"3721","DeconRNASeq_BPRNACan_Mono","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__T_cells_CD4",0.514169334417172,41,0.00058424966864612,TRUE,0.00058424966864612,0.514169334417172,0.514169334417172
"3722","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__T_cells_CD4","DeconRNASeq_BPRNACan_Mono",0.514169334417172,41,0.00058424966864612,TRUE,0.00058424966864612,0.514169334417172,0.514169334417172
"3723","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD8","Epidish_CCLE_TIL10_Cancer.cells",0.513952843195313,41,0.000587918632176887,TRUE,0.000587918632176887,0.513952843195313,0.513952843195313
"3724","Epidish_CCLE_TIL10_Cancer.cells","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD8",0.513952843195313,41,0.000587918632176887,TRUE,0.000587918632176887,0.513952843195313,0.513952843195313
"3725","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","Epidish_CCLE_TIL10_Tregs",0.513696982325642,41,0.000592281356235791,TRUE,0.000592281356235791,0.513696982325642,0.513696982325642
"3726","Epidish_CCLE_TIL10_Tregs","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4",0.513696982325642,41,0.000592281356235791,TRUE,0.000592281356235791,0.513696982325642,0.513696982325642
"3727","Epidish_BPRNACan_M1","CBSX__LM22__Macrophages_M0",0.513650755304019,41,0.000593072659890836,TRUE,0.000593072659890836,0.513650755304019,0.513650755304019
"3728","CBSX__LM22__Macrophages_M0","Epidish_BPRNACan_M1",0.513650755304019,41,0.000593072659890836,TRUE,0.000593072659890836,0.513650755304019,0.513650755304019
"3729","XCELL_mv_Endothelial_cells","Epidish_BPRNACan3DProMet_M2",0.513617825556563,41,0.000593636920069862,TRUE,0.000593636920069862,0.513617825556563,0.513617825556563
"3730","Epidish_BPRNACan3DProMet_M2","XCELL_mv_Endothelial_cells",0.513617825556563,41,0.000593636920069862,TRUE,0.000593636920069862,0.513617825556563,0.513617825556563
"3731","XCELL_DC","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4",0.513573266855759,41,0.000594401209540463,TRUE,0.000594401209540463,0.513573266855759,0.513573266855759
"3732","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","XCELL_DC",0.513573266855759,41,0.000594401209540463,TRUE,0.000594401209540463,0.513573266855759,0.513573266855759
"3733","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","CBSX__BPRNACanProMet__CD4",0.513532726181279,41,0.00059509734421237,TRUE,0.00059509734421237,0.513532726181279,0.513532726181279
"3734","CBSX__BPRNACanProMet__CD4","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages",0.513532726181279,41,0.00059509734421237,TRUE,0.00059509734421237,0.513532726181279,0.513532726181279
"3735","DeconRNASeq_BPRNACanProMet_M2","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Endothelial.cells",0.513500162484961,41,0.000595657031762231,TRUE,0.000595657031762231,0.513500162484961,0.513500162484961
"3736","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Endothelial.cells","DeconRNASeq_BPRNACanProMet_M2",0.513500162484961,41,0.000595657031762231,TRUE,0.000595657031762231,0.513500162484961,0.513500162484961
"3737","XCELL_Myocytes","DeconRNASeq_BPRNACan3DProMet_B",0.513438056795441,41,0.000596725776034202,TRUE,0.000596725776034202,0.513438056795441,0.513438056795441
"3738","DeconRNASeq_BPRNACan3DProMet_B","XCELL_Myocytes",0.513438056795441,41,0.000596725776034202,TRUE,0.000596725776034202,0.513438056795441,0.513438056795441
"3739","XCELL_Macrophages","CBSX__BPRNACanProMet__Mono",0.513382221182532,41,0.000597688084707837,TRUE,0.000597688084707837,0.513382221182532,0.513382221182532
"3740","CBSX__BPRNACanProMet__Mono","XCELL_Macrophages",0.513382221182532,41,0.000597688084707837,TRUE,0.000597688084707837,0.513382221182532,0.513382221182532
"3741","DeconRNASeq_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACanProMet_Neu",0.513308558090274,41,0.000598959766300755,TRUE,0.000598959766300755,0.513308558090274,0.513308558090274
"3742","DeconRNASeq_BPRNACanProMet_Neu","DeconRNASeq_BPRNACan3DProMet_M1",0.513308558090274,41,0.000598959766300755,TRUE,0.000598959766300755,0.513308558090274,0.513308558090274
"3743","Epidish_CBSX_LM22_Plasma.cells","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Malignant.cells",0.513191096838816,41,0.000600992560075841,TRUE,0.000600992560075841,0.513191096838816,0.513191096838816
"3744","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Malignant.cells","Epidish_CBSX_LM22_Plasma.cells",0.513191096838816,41,0.000600992560075841,TRUE,0.000600992560075841,0.513191096838816,0.513191096838816
"3745","DeconRNASeq_CBSX_LM22_T.cells.CD4.memory.resting","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__Macrophages",0.51311809144641,41,0.000602259102374436,TRUE,0.000602259102374436,0.51311809144641,0.51311809144641
"3746","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__Macrophages","DeconRNASeq_CBSX_LM22_T.cells.CD4.memory.resting",0.51311809144641,41,0.000602259102374436,TRUE,0.000602259102374436,0.51311809144641,0.51311809144641
"3747","XCELL_Macrophages_M2","CBSX__sigmatrix_HNSCC_Fig2cd__Macrophages",0.513004944024126,41,0.000604226767442206,TRUE,0.000604226767442206,0.513004944024126,0.513004944024126
"3748","CBSX__sigmatrix_HNSCC_Fig2cd__Macrophages","XCELL_Macrophages_M2",0.513004944024126,41,0.000604226767442206,TRUE,0.000604226767442206,0.513004944024126,0.513004944024126
"3749","Epidish_BPRNACan3DProMet_M2","Epidish_BPRNACanProMet_Mono",0.512917105074876,41,0.000605758270634027,TRUE,0.000605758270634027,0.512917105074876,0.512917105074876
"3750","Epidish_BPRNACanProMet_Mono","Epidish_BPRNACan3DProMet_M2",0.512917105074876,41,0.000605758270634027,TRUE,0.000605758270634027,0.512917105074876,0.512917105074876
"3751","XCELL_NKT","X.CD8.PanCKn",0.512850816265097,41,0.000606916335523122,TRUE,0.000606916335523122,0.512850816265097,0.512850816265097
"3752","%CD8.PanCKn","XCELL_NKT",0.512850816265097,41,0.000606916335523122,TRUE,0.000606916335523122,0.512850816265097,0.512850816265097
"3753","XCELL_CD4._naive_T.cells","X.CD8.PDL1nPanCKn",0.512694990634669,41,0.000609646403877839,TRUE,0.000609646403877839,0.512694990634669,0.512694990634669
"3754","%CD8.PDL1nPanCKn","XCELL_CD4._naive_T.cells",0.512694990634669,41,0.000609646403877839,TRUE,0.000609646403877839,0.512694990634669,0.512694990634669
"3755","Quantiseq_T_cell_CD8.","CBSX__LM22__Macrophages_M1",0.512663925815346,41,0.000610191970365825,TRUE,0.000610191970365825,0.512663925815346,0.512663925815346
"3756","CBSX__LM22__Macrophages_M1","Quantiseq_T_cell_CD8.",0.512663925815346,41,0.000610191970365825,TRUE,0.000610191970365825,0.512663925815346,0.512663925815346
"3757","DeconRNASeq_BPRNACanProMet_Neu","X.CD68.PanCKp",0.512524731581504,41,0.000612641888244836,TRUE,0.000612641888244836,0.512524731581504,0.512524731581504
"3758","%CD68.PanCKp","DeconRNASeq_BPRNACanProMet_Neu",0.512524731581504,41,0.000612641888244836,TRUE,0.000612641888244836,0.512524731581504,0.512524731581504
"3759","XCELL_DC","XCELL_Macrophages_M1",0.512481754557334,41,0.00061340008850852,TRUE,0.00061340008850852,0.512481754557334,0.512481754557334
"3760","XCELL_Macrophages_M1","XCELL_DC",0.512481754557334,41,0.00061340008850852,TRUE,0.00061340008850852,0.512481754557334,0.512481754557334
"3761","XCELL_ImmuneScore","Epidish_CCLE_TIL10_B.cells",0.512479794444131,41,0.000613434688792935,TRUE,0.000613434688792935,0.512479794444131,0.512479794444131
"3762","Epidish_CCLE_TIL10_B.cells","XCELL_ImmuneScore",0.512479794444131,41,0.000613434688792935,TRUE,0.000613434688792935,0.512479794444131,0.512479794444131
"3763","DeconRNASeq_BPRNACanProMet_cancer","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__T_cells_CD8",0.512325104228217,41,0.000616170815734396,TRUE,0.000616170815734396,0.512325104228217,0.512325104228217
"3764","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__T_cells_CD8","DeconRNASeq_BPRNACanProMet_cancer",0.512325104228217,41,0.000616170815734396,TRUE,0.000616170815734396,0.512325104228217,0.512325104228217
"3765","XCELL_NKT","X.CD11b.CD68.PanCKp",0.512301873922444,41,0.000616582648783615,TRUE,0.000616582648783615,0.512301873922444,0.512301873922444
"3766","%CD11b.CD68.PanCKp","XCELL_NKT",0.512301873922444,41,0.000616582648783615,TRUE,0.000616582648783615,0.512301873922444,0.512301873922444
"3767","DeconRNASeq_BPRNACanProMet_Mono","CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD4",0.512204218633315,41,0.00061831659939382,TRUE,0.00061831659939382,0.512204218633315,0.512204218633315
"3768","CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD4","DeconRNASeq_BPRNACanProMet_Mono",0.512204218633315,41,0.00061831659939382,TRUE,0.00061831659939382,0.512204218633315,0.512204218633315
"3769","XCELL_Hepatocytes","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__Endothelial_cells",0.512038741841629,41,0.000621264726077708,TRUE,0.000621264726077708,0.512038741841629,0.512038741841629
"3770","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__Endothelial_cells","XCELL_Hepatocytes",0.512038741841629,41,0.000621264726077708,TRUE,0.000621264726077708,0.512038741841629,0.512038741841629
"3771","XCELL_Monocytes","XCELL_Tregs",0.511933854953001,41,0.000623139883200619,TRUE,0.000623139883200619,0.511933854953001,0.511933854953001
"3772","XCELL_Tregs","XCELL_Monocytes",0.511933854953001,41,0.000623139883200619,TRUE,0.000623139883200619,0.511933854953001,0.511933854953001
"3773","Epidish_BPRNACan_CD4","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__T_cells_CD4",0.511884688201316,41,0.000624020620941357,TRUE,0.000624020620941357,0.511884688201316,0.511884688201316
"3774","CBSX__scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b__T_cells_CD4","Epidish_BPRNACan_CD4",0.511884688201316,41,0.000624020620941357,TRUE,0.000624020620941357,0.511884688201316,0.511884688201316
"3775","Epidish_BPRNACan_M1","X.VISTA.CD68.",0.51184928703006,41,0.000624655460541579,TRUE,0.000624655460541579,0.51184928703006,0.51184928703006
"3776","%VISTA.CD68.","Epidish_BPRNACan_M1",0.51184928703006,41,0.000624655460541579,TRUE,0.000624655460541579,0.51184928703006,0.51184928703006
"3777","DeconRNASeq_CCLE_TIL10_Macrophages.M1","CBSX__BPRNACanProMet__M1",0.511795098982334,41,0.000625628317774574,TRUE,0.000625628317774574,0.511795098982334,0.511795098982334
"3778","CBSX__BPRNACanProMet__M1","DeconRNASeq_CCLE_TIL10_Macrophages.M1",0.511795098982334,41,0.000625628317774574,TRUE,0.000625628317774574,0.511795098982334,0.511795098982334
"3779","Quantiseq_Macrophage_M2","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages",0.511534984737723,41,0.000630317112145784,TRUE,0.000630317112145784,0.511534984737723,0.511534984737723
"3780","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","Quantiseq_Macrophage_M2",0.511534984737723,41,0.000630317112145784,TRUE,0.000630317112145784,0.511534984737723,0.511534984737723
"3781","DeconRNASeq_BPRNACan_M1","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages",0.511264937225935,41,0.000635218153737904,TRUE,0.000635218153737904,0.511264937225935,0.511264937225935
"3782","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","DeconRNASeq_BPRNACan_M1",0.511264937225935,41,0.000635218153737904,TRUE,0.000635218153737904,0.511264937225935,0.511264937225935
"3783","XCELL_CD4._memory_T.cells","XCELL_ImmuneScore",0.511180696617862,41,0.000636753971485771,TRUE,0.000636753971485771,0.511180696617862,0.511180696617862
"3784","XCELL_ImmuneScore","XCELL_CD4._memory_T.cells",0.511180696617862,41,0.000636753971485771,TRUE,0.000636753971485771,0.511180696617862,0.511180696617862
"3785","Epidish_BPRNACanProMet_M2","Epidish_CBSX_LM22_Macrophages.M2",0.51111565266914,41,0.000637942077176712,TRUE,0.000637942077176712,0.51111565266914,0.51111565266914
"3786","Epidish_CBSX_LM22_Macrophages.M2","Epidish_BPRNACanProMet_M2",0.51111565266914,41,0.000637942077176712,TRUE,0.000637942077176712,0.51111565266914,0.51111565266914
"3787","XCELL_ly_Endothelial_cells","Epidish_CCLE_TIL10_Macrophages.M2",0.510809059334142,41,0.00064356908094787,TRUE,0.00064356908094787,0.510809059334142,0.510809059334142
"3788","Epidish_CCLE_TIL10_Macrophages.M2","XCELL_ly_Endothelial_cells",0.510809059334142,41,0.00064356908094787,TRUE,0.00064356908094787,0.510809059334142,0.510809059334142
"3789","DeconRNASeq_BPRNACanProMet_Mono","Epidish_CCLE_TIL10_Tregs",0.510806039890238,41,0.00064362471749968,TRUE,0.00064362471749968,0.510806039890238,0.510806039890238
"3790","Epidish_CCLE_TIL10_Tregs","DeconRNASeq_BPRNACanProMet_Mono",0.510806039890238,41,0.00064362471749968,TRUE,0.00064362471749968,0.510806039890238,0.510806039890238
"3791","XCELL_Neutrophils","Epidish_BPRNACan_Mono",0.510805906947931,41,0.000643627167205896,TRUE,0.000643627167205896,0.510805906947931,0.510805906947931
"3792","Epidish_BPRNACan_Mono","XCELL_Neutrophils",0.510805906947931,41,0.000643627167205896,TRUE,0.000643627167205896,0.510805906947931,0.510805906947931
"3793","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","CBSX__BPRNACan3DProMet__cancer",0.510732234554385,41,0.000644985998034642,TRUE,0.000644985998034642,0.510732234554385,0.510732234554385
"3794","CBSX__BPRNACan3DProMet__cancer","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells",0.510732234554385,41,0.000644985998034642,TRUE,0.000644985998034642,0.510732234554385,0.510732234554385
"3795","XCELL_Fibroblasts","CBSX__BPRNACanProMet__Mono",0.510496118736571,41,0.000649358256084032,TRUE,0.000649358256084032,0.510496118736571,0.510496118736571
"3796","CBSX__BPRNACanProMet__Mono","XCELL_Fibroblasts",0.510496118736571,41,0.000649358256084032,TRUE,0.000649358256084032,0.510496118736571,0.510496118736571
"3797","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_CCLE_TIL10_B.cells",0.510481235041831,41,0.000649634748667083,TRUE,0.000649634748667083,0.510481235041831,0.510481235041831
"3798","DeconRNASeq_CCLE_TIL10_B.cells","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells",0.510481235041831,41,0.000649634748667083,TRUE,0.000649634748667083,0.510481235041831,0.510481235041831
"3799","DeconRNASeq_CBSX_LM22_T.cells.regulatory..Tregs.","CBSX__Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix__NK_cells",0.510444356589497,41,0.00065032028826395,TRUE,0.00065032028826395,0.510444356589497,0.510444356589497
"3800","CBSX__BPRNACan__NK","CBSX__Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix__NK_cells",0.510444356589497,41,0.00065032028826395,TRUE,0.00065032028826395,0.510444356589497,0.510444356589497
"3801","CBSX__Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix__NK_cells","DeconRNASeq_CBSX_LM22_T.cells.regulatory..Tregs.",0.510444356589497,41,0.00065032028826395,TRUE,0.00065032028826395,0.510444356589497,0.510444356589497
"3802","CBSX__Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix__NK_cells","CBSX__BPRNACan__NK",0.510444356589497,41,0.00065032028826395,TRUE,0.00065032028826395,0.510444356589497,0.510444356589497
"3803","XCELL_CD8._Tcm","CBSX__LM22__T_cells_CD4_memory_activated",0.510347002583054,41,0.000652133123008269,TRUE,0.000652133123008269,0.510347002583054,0.510347002583054
"3804","CBSX__LM22__T_cells_CD4_memory_activated","XCELL_CD8._Tcm",0.510347002583054,41,0.000652133123008269,TRUE,0.000652133123008269,0.510347002583054,0.510347002583054
"3805","XCELL_aDC","Epidish_BPRNACan_Mono",0.510264942996172,41,0.000653664663357922,TRUE,0.000653664663357922,0.510264942996172,0.510264942996172
"3806","Epidish_BPRNACan_Mono","XCELL_aDC",0.510264942996172,41,0.000653664663357922,TRUE,0.000653664663357922,0.510264942996172,0.510264942996172
"3807","DeconRNASeq_CCLE_TIL10_T.cells.CD8","X.CD68.PanCKn",0.510125089944542,41,0.000656282250669271,TRUE,0.000656282250669271,0.510125089944542,0.510125089944542
"3808","%CD68.PanCKn","DeconRNASeq_CCLE_TIL10_T.cells.CD8",0.510125089944542,41,0.000656282250669271,TRUE,0.000656282250669271,0.510125089944542,0.510125089944542
"3809","XCELL_Macrophages","DeconRNASeq_BPRNACan_Mono",0.50992547922524,41,0.000660034519445851,TRUE,0.000660034519445851,0.50992547922524,0.50992547922524
"3810","DeconRNASeq_BPRNACan_Mono","XCELL_Macrophages",0.50992547922524,41,0.000660034519445851,TRUE,0.000660034519445851,0.50992547922524,0.50992547922524
"3811","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","CBSX__BPRNACan__cancer",0.509862768897616,41,0.000661217292226457,TRUE,0.000661217292226457,0.509862768897616,0.509862768897616
