"pathways" "Gide_PD1_10_Post" "Gide_PD1_10_Pre" "Gide_PD1_11_Pre" "Gide_PD1_12_Pre" "Gide_PD1_13_Post" "Gide_PD1_13_Pre" "Gide_PD1_14_Pre" "Gide_PD1_15_Pre" "Gide_PD1_16_Pre" "Gide_PD1_17_Post" "Gide_PD1_17_Pre" "Gide_PD1_18_Pre" "Gide_PD1_19_Pre" "Gide_PD1_2_Pre" "Gide_PD1_21_Pre" "Gide_PD1_23_Pre" "Gide_PD1_25_Post" "Gide_PD1_25_Pre" "Gide_PD1_27_Pre" "Gide_PD1_29_Post" "Gide_PD1_29_Pre" "Gide_PD1_3_Pre" "Gide_PD1_30_Pre" "Gide_PD1_34_Pre" "Gide_PD1_35_Pre" "Gide_PD1_36_Pre" "Gide_PD1_38_Pre" "Gide_PD1_4_Pre" "Gide_PD1_40_Pre" "Gide_PD1_41_Post" "Gide_PD1_41_Pre" "Gide_PD1_42_Pre" "Gide_PD1_44_Pre" "Gide_PD1_45_Pre" "Gide_PD1_46_Pre" "Gide_PD1_47_Post" "Gide_PD1_47_Pre" "Gide_PD1_48_Post" "Gide_PD1_48_Pre" "Gide_PD1_49_Pre" "Gide_PD1_5_Pre" "Gide_PD1_50_Pre" "Gide_PD1_52_Pre" "Gide_PD1_53_Pre" "Gide_PD1_54_Pre" "Gide_PD1_6_Pre" "Gide_PD1_7_Pre" "Gide_PD1_8_Post" "Gide_PD1_8_Pre" "Gide_PD1_9_Pre"
"48" "REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S" -0.553919527049968 -0.516969985637642 -0.288862015818376 -0.693964839658559 0.190020888632724 0.196612225913331 -0.372116565888434 -0.595383457125709 -0.572588665262453 -0.513016605740781 -0.316548399637538 -0.119766487231435 0.213315939050725 -0.402676544107502 -0.519260027222679 -0.53103601174074 -0.323799425450651 0.116168296865722 -0.178787983916062 -0.0363056781680303 -0.388654259954959 0.135291577386278 0.271849923941193 -0.0499900277099505 -0.534813709571434 -0.0615862920516475 -0.659191455031824 -0.0390708418394491 -0.478442081543486 -0.485016108056824 0.0634344479335653 -0.567611339439851 -0.379507533531729 -0.745493863045468 0.0954757587301919 -0.318121371827708 -0.500036877676367 -0.279082153771257 -0.0964750530171961 0.175491533746426 0.185061099406377 -0.507916470993923 -0.494177074368369 -0.652982838255379 0.214475941408667 0.145501419074049 0.00528490895879805 0.230296140941037 0.316224819891379 -0.593540075432839
"49" "REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE" 0.00462841015897417 0.121926746068283 0.261935681844118 0.0836506651136578 -0.243093209460038 -0.379542953824092 -0.216108128030067 0.244142823429292 -0.0862951662565041 0.0807008336997954 -0.368547012862464 0.157045574124874 -0.548467472459633 -0.0224010879157606 -0.265129035470623 0.0863887198517285 0.0659399376025033 -0.211555291759705 0.196572448351291 0.425261819034191 0.0820697082803002 0.214630369272561 -0.287840387780568 0.225888828953316 0.123722596010324 -0.158138688839215 0.158946571592388 0.160507266483255 0.30612861365387 -0.534559861157614 -0.571251493585077 -0.131295774306682 -0.0486548294632065 0.392738811496525 0.262661743336257 -0.184450072209765 0.307073422303406 0.435306341600047 -0.351739694711788 -0.284821233061353 -0.101519291797459 -0.507967465180373 0.213121050169387 0.313908729937264 -0.289105204520481 0.245769292283532 -0.217900749583652 -0.330422048090707 -0.264068362449377 0.0587543797712725
"50" "REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX" 0.581560957304191 0.675687146621236 -0.661805157492653 -0.598801374853684 0.615197690144407 0.433162654302586 0.071174173606677 -0.558539786859879 -0.436935336469718 -0.648143276145077 0.411737184699019 -0.225569759533134 0.626298786782586 -0.727215531570632 -0.401582906735471 -0.331148732343964 -0.528566341654243 0.341129050435221 0.368156592376892 0.411715717597322 -0.208828190085706 -0.475026553012292 0.169775110989937 -0.40322819199198 -0.505308583885689 0.402180806380471 -0.174438888841482 -0.0931144122834776 -0.0889979730534938 -0.161636642178091 0.588809408750286 -0.63236632431685 -0.405374210233267 -0.669855545115138 0.531809710716998 0.233018357191405 -0.383924893939993 0.308392048958638 -0.108261255523785 0.291992465714036 0.312792896078378 0.3688414023324 0.0128320528084193 -0.444011403437487 0.735691849361198 0.398876586585696 0.40166770232983 -0.273113100111748 0.396509185880202 -0.453455714951479
"51" "REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS" -0.235221872278426 -0.0586484992670584 0.157654432694404 -0.108367018460132 -0.36540038692115 -0.482847008722271 0.261789874746719 0.304274874163839 -0.0360447672413098 -0.497383423773862 -0.217217809354268 0.0268004584195789 0.026869763346084 -0.309755489988267 -0.0499798772434167 -0.193478088455924 -0.224571083066788 -0.33024657822661 0.261152177760504 0.0879810649312101 -0.0982868257159007 0.488080580604381 -0.272006699518402 0.226296934361268 0.26949864094152 0.223984270109777 -0.275730832195691 -0.135411843585988 -0.259570688634989 -0.123194698436287 0.202745739203132 0.144350718968901 -0.237040364946278 0.372315519730949 -0.246535820237402 0.334682790476764 0.206173405652178 -0.263324208433615 0.248594765388262 -0.140086689931312 -0.100812245386685 -0.283466007071613 -0.109334911605628 -0.133305116839785 0.352624974166195 0.210655931882957 -0.558251511314003 -0.0479625854587258 0.101771914875055 -0.257473329861482
"52" "REACTOME_ACTIVATION_OF_TRKA_RECEPTORS" 0.323863473771415 -0.529079175024094 0.53887896186759 0.138229075985619 -0.642453926315109 -0.703060416414011 -0.186910494260022 0.329022821483954 0.771514315521472 0.550244183197219 0.298283795547728 -0.0304296078771794 -0.660863836469172 0.503539935255617 -0.676682187164691 0.296410829767511 0.330456009343848 -0.104775525432157 0.302877228631691 -0.674916333519594 -0.676568716713385 -0.47355304529833 -0.0875205850440809 -0.298135161953346 0.277577415744289 -0.0282314186391012 -0.289248397549278 0.608007527978046 0.257379258132353 0.735581673610131 -0.0179704016913537 0.715502723808231 -0.050692171961528 0.44108504883271 -0.333534677595085 0.461618829479495 0.744952422738852 -0.206930901937221 -0.307676228245122 -0.637377980162538 -0.0789080960080746 0.181907467817177 0.0570319869863973 0.756459218033471 -0.627907343120111 -0.297260858184446 0.106205695809042 0.000808357169522572 -0.492333265953299 0.640159637131225
"53" "REACTOME_ACYL_CHAIN_REMODELING_OF_CL" -0.583794142696073 -0.497106703444155 0.279818027823922 0.0333745440506229 0.501713712708751 0.256521460469243 -0.184867704957276 -0.0193118131922282 -0.6172794816437 -0.371931383076609 0.239600514292841 -0.0152334763415688 0.495637408978286 0.532934644805965 -0.509799283349052 -0.281654607259229 -0.116899924999807 0.836181131117962 -0.392607527838931 0.500854989866036 0.563067293246182 0.336043233160029 -0.672392480789643 0.188450495404754 -0.42096853337242 0.425540954303729 -0.360545175600718 -0.113628747665427 -0.0493067213829481 0.123140887982138 0.245694554184459 0.175591160415384 -0.44834896580861 -0.0463773268677474 0.337759634174898 -0.487271519334166 -0.502385651664923 0.116333351597446 0.220418090292987 0.469355823101804 0.658194602563625 -0.35855937330263 -0.339615990049513 -0.149821696965196 0.418913224894944 0.0692371638749952 0.106873655797547 -0.103664069494203 0.0269036663971081 -0.516668573011372
"54" "REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG" 0.471449021283264 0.266059900115149 0.598174652275013 0.0235739294041724 -0.276549031811579 0.164683779990935 -0.55806633218289 0.265755896377952 -0.743061220128704 -0.423432968043498 0.0185310687915861 0.00697268471768803 -0.079986823296148 -0.417817864564365 -0.150867757535986 -0.0940227831015168 0.122596082828987 -0.61727718504419 -0.0658315549880026 -0.431431387865446 -0.442823992808276 0.334663295863986 -0.565894098894426 -0.0401534454049198 0.572948306453737 -0.547992492249647 -0.0184837295065608 0.574809248050091 -0.189843985866343 -0.529282238463654 -0.164953675334803 -0.453952091198665 -0.549119715220611 0.173873566318511 0.422235105672917 -0.628542631640317 0.00221892174971738 -0.162016182040197 -0.0385296047893872 0.412481714276409 0.115532402665369 -0.59279338041874 -0.344044279441945 -0.185010438742776 -0.293463016662581 -0.631540704171131 -0.59998901526968 -0.57503022914817 -0.685885781138579 0.369690569514028
"55" "REACTOME_ACYL_CHAIN_REMODELLING_OF_PC" -0.0747328842965621 -0.0233445277327578 0.328932268642912 -0.0386590664386558 -0.060779118253165 -0.0441913609947741 -0.351843695424454 0.128397394507291 0.0559173335156404 0.404988730805105 0.186937195820937 0.229284990118933 -0.0841936178937377 0.332390995704231 0.171610516886165 -0.20522786688888 0.339764835278458 0.305991596741285 -0.378520157257601 -0.268663440518859 -0.259359149938548 0.351392606630737 -0.206935544078447 0.268832554284974 0.385815976148989 0.109378190456831 0.0588780030320579 0.0794593636466912 0.210731493393006 0.0783200643127065 -0.25514998948689 0.0461543734187785 -0.334011850364747 -0.252016232863857 0.213633813076754 0.143325852802246 0.0965768771416427 0.00819081048914552 -0.161651872651776 -0.194574391184751 -0.0918518384722888 -0.193253858506185 0.271094274116015 -0.298218934493419 -0.291923994706813 -0.100854371345129 -0.0507006491559226 0.269318226368722 -0.0537802866721572 -0.1343212510321
"56" "REACTOME_ACYL_CHAIN_REMODELLING_OF_PE" 0.0869692207585925 0.190635369655396 0.315987254458392 -0.0870486433489359 0.0511330900197269 0.04484469173889 -0.378214465890905 0.0532260434654128 -0.0843638413571512 0.327171744173855 0.197731471500989 0.0474837440678547 -0.113856817614918 0.293686566782354 0.181059708469162 -0.209733386996485 0.198816705182624 0.119447480162282 -0.413835619627423 -0.135845756224905 -0.271021448109154 0.28000933607845 -0.0734684648662008 0.101323972618098 0.250176212824502 0.24059504374906 -0.0164481427200051 0.142905861592346 0.132504040851242 -0.00115052580395458 -0.22273505495389 0.0763679976922604 -0.200969399731592 -0.178961887233931 0.0433627055827072 0.16553518141054 0.0968965100119108 -0.0460648671683004 -0.0743848005584366 -0.241858024072198 -0.136470128455445 0.00134590066389062 0.28617592801504 -0.255769426636768 -0.151579278697733 0.17374602219508 -0.182973318007013 0.325573078548501 0.193895968155405 0.0704431275394015
"57" "REACTOME_ACYL_CHAIN_REMODELLING_OF_PG" 0.140170431351355 0.320934850973263 -0.0747065344254735 -0.0405765867287267 -0.119941260265227 -0.0561167765641208 -0.298353484811278 -0.232053089104443 0.384234635699882 0.352754696600813 0.229358997552076 -0.156939412124409 -0.169962710467387 0.32981935288305 0.266175680449905 -0.163811803067657 0.184087879624343 0.430689909757412 -0.0459812692852337 -0.00437132264518747 -0.176862189691403 0.0819698766771093 -0.230539863890389 0.0902590540390048 0.205702884200442 0.115821361624347 -0.155521626574066 0.0944752397331041 -0.0414955829289423 0.0593310093215748 0.0874241137313775 0.280039942257981 0.124797950449547 -0.434309213104417 0.00458240753004824 0.373800211557487 0.0237769224643368 0.0508210444753966 -0.214273912478378 -0.100109404200982 0.0331645419290613 -0.199775314532644 0.27975471465062 -0.347166482204767 -0.0215475639201669 -0.23494237950779 -0.111091407288605 0.424918928224698 0.0970082335771729 0.217799046433646
"58" "REACTOME_ACYL_CHAIN_REMODELLING_OF_PI" -0.0147398719069892 -0.00988775741828757 -0.123030554471094 -0.308540190756338 -0.331976503059881 -0.367133021726186 -0.571316115549111 -0.477731882642214 -0.190991771858164 -0.391733682730334 -0.372573385406739 -0.281460995699136 -0.472946812257883 -0.302882538687845 -0.112675724987737 -0.428495897296172 -0.303813327704274 0.169771720375222 -0.573755591593761 -0.292080456783957 -0.548074016111721 0.0384141307286461 -0.421104394091611 -0.43414826383045 -0.336006553913321 -0.534892088649698 -0.393279423003407 -0.110554802102588 -0.469307135583543 -0.621554841765335 -0.434440834565656 -0.348762308318656 -0.38595943426593 -0.618733044504814 -0.168096363446384 -0.482487995661424 -0.480508532911319 -0.0985675381110922 -0.541738917146143 -0.462268011176454 -0.578743367341927 -0.474812373594172 -0.475942340283034 -0.532044133544912 -0.579766658609238 -0.60070708412366 -0.177476424439481 -0.134002599313979 -0.453712900486083 -0.609682587540823
"59" "REACTOME_ACYL_CHAIN_REMODELLING_OF_PS" -0.0421244055058639 -0.0746614108817607 0.261295013662931 -0.169398409686232 0.142893502065937 0.246797355765977 -0.438242126159019 0.0667016846894939 0.086541950367323 0.220605310210538 0.156360224535808 -0.0287075998753122 -0.0821395133729884 0.363856893216571 0.110486126946642 0.0223332363965782 0.23782819831071 0.487215665745981 -0.438224015662994 -0.0250791908806631 -0.178127348150935 0.195599222049334 -0.181422541109416 -0.160964997824618 0.315384459462893 0.374288128199869 -0.227660184093114 0.0690689903325406 0.0856670670467811 -0.00984237474968477 -0.364440800018545 0.0200337231788585 0.109697950276948 -0.568252417381408 0.0982514319610387 -0.0197872362528898 0.0334501445633307 -0.11927260461944 -0.161555194555474 0.271540421755334 0.12351827323282 0.0657125566766219 0.217867763310157 -0.220943551659786 -0.0490334762946758 -0.15080499318108 -0.168363129768489 0.109520258054045 0.0367536715806207 0.390717100953567
"60" "REACTOME_ADAPTIVE_IMMUNE_SYSTEM" -0.248272136778398 -0.344416734597185 -0.404325073948237 -0.475954583275795 -0.329720191355484 -0.440942584909997 -0.422127132509888 -0.473516040542634 -0.457627873324687 -0.272178944024983 -0.182731460307426 -0.221479819839349 -0.257250755667674 -0.229341075407139 -0.262526375833808 -0.154691379041887 -0.239759797186956 -0.223510064860304 -0.483757067896623 -0.358773788633422 -0.473642126959083 -0.451954993035597 -0.177985236589576 -0.180136705423917 -0.316224506309315 -0.177691489658994 -0.193733189133744 -0.288650004001692 -0.164725991870556 -0.194372815923373 -0.12121588219186 -0.442931674610836 -0.201649567270502 -0.253680875822054 -0.216311299256303 -0.208902924820929 -0.272088463800899 -0.162682048935807 -0.213992805746948 -0.232406534369306 -0.383262407922212 -0.175924480117435 -0.17789265212627 -0.337791523216382 -0.198807049667146 -0.199855643275776 -0.119998010994922 -0.365844538334406 -0.442958784753317 -0.35836052071835
"61" "REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY" 0.177516934983354 -0.420585538040365 0.280401518462401 0.196102141381102 -0.534802774098302 -0.430427730249293 -0.198966364685456 0.311207308153241 -0.014777176439146 0.263008736328484 0.0629546758932626 -0.508205765083754 -0.125424288107714 -0.0136770948460413 -0.560566224349702 0.303827268931597 0.205230048295107 0.441737157535217 0.012421081644838 -0.208274271547616 -0.386979574785623 -0.106380501101133 -0.586552088911889 -0.248342729402653 0.197704125981195 -0.160036960445178 -0.381945813508522 -0.0206665186785351 -0.473306079651452 0.221624559201629 0.127412649870401 0.373403583798206 -0.471874179244774 0.386151366494173 0.100222730621977 0.100309658096771 0.371008718705775 -0.223689079021612 0.257332804226996 0.412762513060265 0.0660840373311827 -0.47272814344276 -0.336535424703952 0.152022131153768 -0.324713643947789 -0.35685122639417 -0.63780894881387 -0.2955575663128 -0.516586164877986 0.00190079174830979
"62" "REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY" 0.241941656569951 -0.264326847568245 0.278325512600672 0.0919776045535872 -0.502118170889826 -0.409339871441801 -0.042307703155733 0.187821792148827 -0.060079726980916 0.297440252748378 -0.0782027664599876 -0.353638012863507 -0.103694035075942 0.0441271673483486 -0.485611587048143 0.0520870950479037 0.277111238131603 0.355809713110091 -0.165054658953586 -0.1567816502753 -0.345530749590683 -0.210616592543112 -0.228209909577474 -0.36453587068736 0.137152678274874 -0.122002534478393 -0.364984110581837 0.114510561333006 -0.203288257271269 0.195311825052452 0.208739668916341 0.272058752691827 -0.536579885948262 0.365594492890067 -0.0552462373294314 0.135453623834774 0.368726690354545 -0.210140389379274 0.0731302892248181 0.448978635453141 -0.0789254564894248 -0.335736534336205 -0.363163225580293 -0.232695657318627 -0.304074542753779 -0.297384040194406 -0.422637138298228 -0.130826612961571 -0.409225460927703 -0.0769670541679123
"63" "REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS" 0.531052911604685 0.0372441739380597 0.29190413793136 0.137219224153168 -0.0567778977722805 -0.0172919826049978 0.360563826935685 0.0417806988079711 0.257261934735392 0.114137740529236 0.221887031143638 0.270583799321562 0.103937336727645 0.203887192425901 -0.246807249659081 0.280257429840244 0.339522596595762 0.368280468387197 -0.147795273899103 -0.305931026157812 -0.163899254983285 0.263975854091273 0.0844294876830756 0.120011695288177 0.0452759847393786 -0.106527836028848 0.305837932629357 -0.0307043397132133 -0.296342691282971 -0.0547032808728652 0.149042277333122 0.38844444995792 -0.442021645416791 -0.114879260596828 -0.15747358368187 -0.0990589716916873 0.115234100010057 -0.485954142452431 -0.234551438422343 0.0914766679079407 -0.23225212041335 0.209675826919451 -0.155967091756725 -0.339605910595418 0.107699864633685 -0.346895673279565 0.142310500569492 -0.0912978202030292 -0.120270101885657 -0.242969363104494
"64" "REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION" 0.0960520850626036 -0.134301997224797 -0.100424615403985 0.0380521675288582 -0.176189270490151 -0.236123902938897 0.0132084617284321 0.169964384802578 -0.0188143415288177 0.220008585876526 0.0873942015982483 -0.0119384639112234 -0.022650287441926 0.157919946003184 -0.0730517142777995 0.171995258858996 0.232704348693232 0.185951913985238 -0.0543827434853933 -0.17415559042797 -0.196171285504603 -0.170052505037794 -0.0564909758912462 0.0284151992988092 0.0783824992657704 -0.138563747097796 0.111416434763335 0.169425662718639 0.185703041546636 0.182365881679838 -0.00884974560031163 0.219960681639195 0.17995395395139 0.0801599395249046 -0.160407495552714 -0.151453147347732 0.125962207038074 0.0812830879961874 0.065989634669554 -0.0945020771041508 -0.172607480323687 0.0626312646761664 0.0131813672558042 0.143240039933699 -0.130542550568632 -0.103507062516997 -0.113233962184312 -0.0516988345610921 -0.178208670299374 0.0939970395506946
"65" "REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1" 0.196445880348089 0.188453196799758 -0.249057269702839 -0.15227917388 0.296996616583605 0.330815872367987 -0.0425109655103091 -0.428803794686858 -0.172699678121649 0.308139424092307 0.309964924809247 0.201771869619989 0.282492466081951 0.039447089001561 0.170449388231659 0.328722208999285 -0.120483461915185 0.0262499368269435 -0.352558169233254 -0.064481826250203 -0.113450584550047 -0.173491227641755 0.322241060972181 -0.167596348178479 -0.291532563661254 -0.199745068037406 0.236503308065269 0.211823489207997 0.0679104710618148 0.102558199255588 0.134706336315118 -0.261018947439476 -0.283663864970629 0.0327586150132747 -0.382000239600777 -0.323919931526227 -0.117793372362281 0.131680761074586 0.121624717730068 -0.136401200054073 -0.533702575539994 -0.0164963271770945 0.00359931307819811 -0.284505906694237 -0.0802873521485195 -0.435746564281243 0.155897045461909 0.347102650156059 0.173594125615365 -0.258798646146533
"66" "REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12" 0.305589361109638 0.168274846221852 -0.377859519677504 -0.289068087176679 0.188302300504433 0.207158265855173 0.221558761806587 -0.496100838298848 -0.320019938979735 0.237015452078507 0.0842565037911862 0.324146787787465 0.00205744365627167 -0.0897607190995105 0.277360813676115 0.158905728685894 -0.102047404863752 0.116997182677845 -0.409584984961185 -0.227539791317163 -0.309546184941858 -0.276085179401261 0.456998181828687 -0.317465086223904 -0.360406070399568 -0.0828844960735962 0.270146515489854 0.305072450868261 0.292322968525355 0.0673944480652005 0.140479597220948 -0.421287195946556 -0.320475582250293 0.133782733389371 -0.203363677916092 -0.309073880156448 0.030446555195592 0.110974957527595 -0.0218358403432892 -0.0603651358089082 -0.504977367791982 0.163658083020793 -0.114031869730863 -0.35228104261977 0.0827501983902064 -0.25132658165183 0.184502083636451 0.314948074973472 0.218672387987331 -0.347294255602868
"67" "REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION" 0.274271742783806 0.0287302957326015 -0.11871246511248 0.0495998221185454 0.00156759212069196 0.188166870324587 0.108498336489637 -0.119037418712728 -0.0228723195571425 0.208062606759714 0.05967398340493 0.059380910846261 -0.238581556640447 -0.00482957655478572 -0.0669743088823442 0.193831851334106 -0.205605689476645 0.178968936833414 -0.0508400424864393 -0.126491928856191 -0.133505068904347 -0.0628164583706605 0.177889381180342 -0.1152936054744 -0.221019656202145 -0.198974397717717 0.0339377216051695 0.284153777189804 0.174272479925337 -0.0727179520812863 -0.160019820197884 0.0308561573168772 -0.213064697691592 0.0187436728844426 -0.351558167306048 -0.227867688657209 0.0611940083730498 -0.0950155858805305 -0.132362137380213 -0.218646011245395 -0.325266953814083 -0.140245230548396 -0.308508786986798 -0.152980534711875 -0.262724141969759 -0.124120055942132 -0.254346909750219 0.272156444377713 0.103742595431393 -0.288978503712255
"68" "REACTOME_ADRENOCEPTORS" -0.172305087031462 -0.0753788152039234 0.434445544435497 0.279464291810243 -0.320183292240981 -0.333710906764647 0.145349287985336 0.151194694564145 0.165236318407943 0.59894278606969 -0.00385572139311069 -0.142216911118926 -0.322279146711198 0.218321541642408 -0.136735263983601 0.328062697938402 -0.166995144247778 -0.498329770039399 0.0816207383183616 -0.00909442713687755 -0.166435908219475 0.116779716702248 -0.105634963078267 0.441927950020778 -0.0203859371315282 -0.0345876845182369 0.0903401232125537 0.656594642147457 0.564302035210723 -0.0619220060000954 -0.030263194911153 0.412898442569743 0.34736289967413 -0.142505165731665 -0.0347909460688426 0.166037568046792 0.548257443629202 -0.0372898287988459 0.0946522788570981 -0.108199689316209 -0.331896528287763 -0.0785754058521977 -0.0890200374784839 0.412927447492985 -0.317427140945245 0.339265590370957 -0.117144687482562 0.195009301755407 -0.0990179188834788 0.685339422103082
"69" "REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING" -0.11792798288544 -0.421083154619964 -0.410879838493489 -0.510067293948414 -0.113942962603927 -0.143297460233328 -0.016063869511991 -0.610527501121539 -0.254314715541411 -0.084358892277715 0.352525195372532 0.526705969609208 0.25141917379086 -0.497320818134116 -0.01923432473148 0.204293268241476 -0.381111082896127 -0.197794798186708 -0.626520290920295 -0.468527970783611 -0.569418635711719 0.021654571698051 -0.238340120913104 -0.201746748463273 -0.619221004431491 -0.303742584261929 0.0835629454259517 -0.23848242297337 -0.513288586226077 -0.242360982053769 -0.310029182802117 -0.570552964753713 -0.567069571463539 -0.621577484808008 -0.156408518531314 -0.672025070267931 -0.546611223975838 -0.484704198873685 -0.0784448494936447 -0.279115825488639 -0.419492507156636 -0.175442473883319 -0.0509974957448318 -0.597477253910526 -0.459527867024792 -0.252555678786058 -0.305702208621305 -0.426940324799458 -0.240664649897329 -0.645689816847016
"70" "REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION" 0.1855480775572 -0.0722766092722807 0.341822380355499 -0.0459022167566275 -0.129268385194892 0.215375133864018 -0.43565690958873 0.367572644534141 -0.0114130856052636 0.148440204531702 0.084186321763943 -0.060566231103046 -0.245097862324924 0.12643136652328 0.0856748923819753 0.00227533513113037 0.0424825259661328 0.203880358393785 0.0177022468524565 -0.233601036255953 -0.110607561505946 0.327091679680338 0.178933512368123 -0.159760076406951 0.0148353058080045 -0.0650853844845287 0.127731449100184 0.457742946967351 -0.032681713746969 0.0205978394226144 -0.136988893777259 0.40296105071372 0.292239050498767 0.411985096234222 0.332940396932852 -0.0127410158030846 0.29969487107405 -0.00541084702535974 -0.13915601021556 -0.213466856549534 0.0565101882896871 -0.274233131187174 -0.130049107330741 0.298188444214158 -0.0240297490634976 -0.294973666605724 -0.276781006870398 -0.0424302165352383 0.00691556023721837 -0.057117451716938
"71" "REACTOME_AGGREPHAGY" 0.104163182951792 -0.0493997581856105 -0.114116495139861 -0.232004931816188 0.189495592351027 0.0331395433956778 -0.0871473244089161 -0.128258017192289 -0.322483877597864 -0.198643733536097 0.248414460499172 0.268401958916648 0.271405023271791 -0.315567830809063 0.0539668375515167 0.118722107302921 -0.0274128240783634 0.273675426671482 -0.246038763112784 -0.150920667693085 -0.160217239192254 0.0592402170078348 0.351839801020352 -0.172242143480752 -0.143671298070127 0.0937137694593288 0.157973405027065 0.0475255112898581 -0.214897105332738 -0.247117675650274 0.194004290753937 -0.0107049217276922 -0.257569854756804 -0.293386719403864 0.228057935850715 0.171862121113288 0.0120089715062288 -0.378766453719741 0.243551069471313 0.302553628623107 -0.0210000639025519 0.029688987378984 -0.10436522967638 -0.465042795400144 0.00989130799490168 -0.0584313215491799 0.196193800226794 -0.0681382976123737 0.155430991881956 -0.538136293985783
"72" "REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL" -0.20842019714223 -0.373200325148032 -0.544789317345648 -0.0960057463652894 -0.0178019607358343 -0.217328683865752 0.250244469013901 -0.243341756441367 -0.233865132952561 -0.0290330034535658 0.0120797228548413 -0.0381297338059734 0.316590958336898 0.102100891144163 0.0671453627501968 -0.09636888648663 -0.299075221305647 0.272377766600231 -0.226165765536613 -0.247497491878375 -0.0119015463617453 0.192667573795542 -0.316527686763732 0.0304350976348719 -0.20583012390703 0.166378113701786 0.00886181257907179 -0.37749106218392 -0.322564565131022 -0.374343088760169 0.175261882968109 0.00789790427828496 -0.29377874508317 0.0660974994651667 0.333096110691994 -0.262594542047115 -0.578069057411744 -0.0815210976885809 0.540874161021882 0.386432688672695 -0.00995770704650109 -0.264600252353811 0.31158544756196 0.0176811633593051 -0.171851041955776 -0.4349626384902 -0.303638418576446 -0.125062552976616 0.105791567125353 -0.469248960418529
"73" "REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS" 0.076234007486978 -0.233808661318023 -0.240994734297057 -0.47405866358201 -0.188660528622477 -0.00853863096168306 -0.479504626788044 0.274553503217851 -0.318284546292973 0.135698777102826 -0.355985831930199 -0.526890755427649 0.0131684428528197 0.18304574690636 -0.276201354433785 -0.365357553913058 -0.138835921916194 0.0911310885329514 0.165926834190422 -0.163972716820188 -0.136118927927056 -0.0715717799712999 0.0224250198770391 0.245640722961999 -0.349655251957803 0.147051002731897 -0.264939176170589 -0.223030986394501 -0.657757493613264 -0.100555188463417 0.182440310318042 0.569943827341878 -0.0304291232995184 0.359264737456204 -0.42808953796459 -0.553823367354297 -0.644589253355498 -0.234694132678075 0.113435461176143 -0.112249237616312 -0.636107244545194 -0.540548445084678 -0.262882739113631 0.378037547731359 0.409949457344067 -0.446409972609854 -0.678292895544405 0.252492651358739 0.316896153127507 -0.539303252938151
"74" "REACTOME_ALPHA_DEFENSINS" -0.0766559663488734 -0.430551504041576 0.065056679561577 -0.337038617475785 -0.254538320211952 -0.303897452278946 -0.144807243028248 -0.132628723670348 -0.329227654879576 0.16472208458783 -0.0303390335247752 -0.275436674042512 -0.324527643118343 0.232965078956835 0.0721540756626266 -0.0194455846706463 0.131461848501956 -0.422310098521812 -0.582331956606456 -0.602658426305346 -0.600840025401031 -0.219429236295094 -0.544889204100568 -0.212850116037016 0.180901903782594 -0.565189680036156 0.0346906134408301 -0.312077113472884 0.159363300784468 -0.0530796603502769 0.104159788161652 -0.292745446966115 -0.129774111681859 -0.105828222021702 -0.0122821371639573 -0.47529209175051 -0.0328468282040828 0.0316669288845426 -0.306482448328833 -0.216759546423808 -0.625534460541014 -0.561749063378954 -0.242014736603713 -0.130986930778726 -0.391556859734084 0.0244105681038567 -0.0524676712316631 -0.618553904400186 -0.590077742379197 -0.432721931977457
